filename,class_id,original_id
crop_0_pen1_tur_cam2_20250127_160849.jpg,0,pen1_tur_cam2_20250127_160849.jpg
crop_1_pen1_orb_cam1_20250108_090112.jpg,0,pen1_orb_cam1_20250108_090112.jpg
crop_2_pen2_tur_cam1_20250209_094519.jpg,0,pen2_tur_cam1_20250209_094519.jpg
crop_3_pen2_tur_cam1_20250109_075754.jpg,0,pen2_tur_cam1_20250109_075754.jpg
crop_4_pen2_tur_cam1_20250209_093518.jpg,0,pen2_tur_cam1_20250209_093518.jpg
crop_5_pen1_orb_cam2_20250108_085214.jpg,0,pen1_orb_cam2_20250108_085214.jpg
crop_6_pen1_tur_cam2_20250220_100353.jpg,0,pen1_tur_cam2_20250220_100353.jpg
crop_7_pen1_tur_cam2_20250126_124049.jpg,0,pen1_tur_cam2_20250126_124049.jpg
crop_8_pen1_tur_cam2_20250125_105157.jpg,0,pen1_tur_cam2_20250125_105157.jpg
crop_9_pen1_tur_cam2_20250203_104050.jpg,0,pen1_tur_cam2_20250203_104050.jpg
crop_10_pen1_tur_cam2_20250127_164851.jpg,0,pen1_tur_cam2_20250127_164851.jpg
crop_11_pen1_tur_cam2_20250127_105323.jpg,0,pen1_tur_cam2_20250127_105323.jpg
crop_12_pen1_tur_cam2_20250126_122908.jpg,0,pen1_tur_cam2_20250126_122908.jpg
crop_13_pen2_tur_cam1_20250209_143221.jpg,0,pen2_tur_cam1_20250209_143221.jpg
crop_14_pen1_orb_cam2_20250108_131908.jpg,0,pen1_orb_cam2_20250108_131908.jpg
crop_15_pen1_tur_cam2_20250125_072008.jpg,0,pen1_tur_cam2_20250125_072008.jpg
crop_16_pen1_tur_cam2_20250201_085611.jpg,0,pen1_tur_cam2_20250201_085611.jpg
crop_17_pen2_orb_cam1_20250108_084358.jpg,0,pen2_orb_cam1_20250108_084358.jpg
crop_18_pen2_tur_cam1_20250209_150045.jpg,0,pen2_tur_cam1_20250209_150045.jpg
crop_19_pen1_tur_cam2_20250126_131052.jpg,0,pen1_tur_cam2_20250126_131052.jpg
crop_20_pen1_orb_cam2_20250108_090753.jpg,0,pen1_orb_cam2_20250108_090753.jpg
crop_21_pen1_tur_cam2_20250220_103536.jpg,0,pen1_tur_cam2_20250220_103536.jpg
crop_22_pen1_orb_cam1_20250108_090122.jpg,0,pen1_orb_cam1_20250108_090122.jpg
crop_23_pen1_tur_cam2_20250125_083740.jpg,0,pen1_tur_cam2_20250125_083740.jpg
crop_24_pen1_orb_cam2_20250108_090657.jpg,0,pen1_orb_cam2_20250108_090657.jpg
crop_25_pen1_orb_cam2_20250108_090049.jpg,0,pen1_orb_cam2_20250108_090049.jpg
crop_26_pen1_tur_cam2_20250126_094454.jpg,0,pen1_tur_cam2_20250126_094454.jpg
crop_27_pen1_tur_cam2_20250220_105037.jpg,0,pen1_tur_cam2_20250220_105037.jpg
crop_28_pen2_tur_cam1_20250209_125213.jpg,0,pen2_tur_cam1_20250209_125213.jpg
crop_29_pen1_tur_cam2_20250127_125612.jpg,0,pen1_tur_cam2_20250127_125612.jpg
crop_30_pen1_tur_cam2_20250122_101720.jpg,0,pen1_tur_cam2_20250122_101720.jpg
crop_31_pen2_tur_cam1_20250209_131034.jpg,0,pen2_tur_cam1_20250209_131034.jpg
crop_32_pen1_orb_cam1_20250108_085621.jpg,0,pen1_orb_cam1_20250108_085621.jpg
crop_33_pen1_tur_cam2_20250125_082719.jpg,0,pen1_tur_cam2_20250125_082719.jpg
crop_34_pen1_orb_cam1_20250108_090052.jpg,0,pen1_orb_cam1_20250108_090052.jpg
crop_35_pen2_orb_cam1_20250108_084146.jpg,0,pen2_orb_cam1_20250108_084146.jpg
crop_36_pen2_tur_cam1_20250120_105802.jpg,0,pen2_tur_cam1_20250120_105802.jpg
crop_37_pen1_tur_cam2_20250201_150117.jpg,0,pen1_tur_cam2_20250201_150117.jpg
crop_38_pen1_tur_cam2_20250125_072838.jpg,0,pen1_tur_cam2_20250125_072838.jpg
crop_39_pen1_orb_cam1_20250108_090147.jpg,0,pen1_orb_cam1_20250108_090147.jpg
crop_40_pen1_tur_cam2_20250126_081849.jpg,0,pen1_tur_cam2_20250126_081849.jpg
crop_41_pen1_tur_cam2_20250125_085310.jpg,0,pen1_tur_cam2_20250125_085310.jpg
crop_42_pen1_tur_cam2_20250126_131412.jpg,0,pen1_tur_cam2_20250126_131412.jpg
crop_43_pen1_orb_cam2_20250108_090243.jpg,0,pen1_orb_cam2_20250108_090243.jpg
crop_44_pen2_tur_cam1_20250209_112707.jpg,0,pen2_tur_cam1_20250209_112707.jpg
crop_45_pen1_tur_cam2_20250127_171854.jpg,0,pen1_tur_cam2_20250127_171854.jpg
crop_46_pen1_tur_cam2_20250126_083350.jpg,0,pen1_tur_cam2_20250126_083350.jpg
crop_47_pen1_tur_cam2_20250207_144302.jpg,0,pen1_tur_cam2_20250207_144302.jpg
crop_48_pen1_tur_cam2_20250126_104145.jpg,0,pen1_tur_cam2_20250126_104145.jpg
crop_49_pen2_tur_cam1_20250109_074642.jpg,0,pen2_tur_cam1_20250109_074642.jpg
crop_50_pen2_tur_cam1_20250209_091016.jpg,0,pen2_tur_cam1_20250209_091016.jpg
crop_51_pen1_tur_cam2_20250126_073346.jpg,0,pen1_tur_cam2_20250126_073346.jpg
crop_52_pen1_tur_cam2_20250126_133053.jpg,0,pen1_tur_cam2_20250126_133053.jpg
crop_53_pen1_tur_cam2_20250125_064908.jpg,0,pen1_tur_cam2_20250125_064908.jpg
crop_54_pen1_tur_cam2_20250125_064207.jpg,0,pen1_tur_cam2_20250125_064207.jpg
crop_55_pen1_tur_cam2_20250127_153026.jpg,0,pen1_tur_cam2_20250127_153026.jpg
crop_56_pen1_orb_cam2_20250108_090732.jpg,0,pen1_orb_cam2_20250108_090732.jpg
crop_57_pen2_tur_cam1_20250209_082013.jpg,0,pen2_tur_cam1_20250209_082013.jpg
crop_58_pen2_tur_cam1_20250109_075719.jpg,0,pen2_tur_cam1_20250109_075719.jpg
crop_59_pen2_tur_cam1_20250209_143541.jpg,0,pen2_tur_cam1_20250209_143541.jpg
crop_60_pen1_tur_cam2_20250127_154346.jpg,0,pen1_tur_cam2_20250127_154346.jpg
crop_61_pen1_tur_cam2_20250126_075347.jpg,0,pen1_tur_cam2_20250126_075347.jpg
crop_62_pen1_orb_cam2_20250108_090346.jpg,0,pen1_orb_cam2_20250108_090346.jpg
crop_63_pen1_orb_cam1_20250108_090127.jpg,0,pen1_orb_cam1_20250108_090127.jpg
crop_64_pen1_tur_cam2_20250207_152804.jpg,0,pen1_tur_cam2_20250207_152804.jpg
crop_65_pen2_tur_cam1_20250209_143040.jpg,0,pen2_tur_cam1_20250209_143040.jpg
crop_66_pen1_orb_cam2_20250108_090004.jpg,0,pen1_orb_cam2_20250108_090004.jpg
crop_67_pen1_tur_cam2_20250207_154807.jpg,0,pen1_tur_cam2_20250207_154807.jpg
crop_68_pen1_tur_cam2_20250127_171854.jpg,0,pen1_tur_cam2_20250127_171854.jpg
crop_69_pen2_tur_cam1_20250120_135345.jpg,0,pen2_tur_cam1_20250120_135345.jpg
crop_70_pen1_tur_cam2_20250207_132436.jpg,0,pen1_tur_cam2_20250207_132436.jpg
crop_71_pen2_tur_cam1_20250209_143541.jpg,0,pen2_tur_cam1_20250209_143541.jpg
crop_72_pen2_tur_cam1_20250123_140817.jpg,0,pen2_tur_cam1_20250123_140817.jpg
crop_73_pen2_tur_cam1_20250209_093658.jpg,0,pen2_tur_cam1_20250209_093658.jpg
crop_74_pen1_tur_cam2_20250126_110927.jpg,0,pen1_tur_cam2_20250126_110927.jpg
crop_75_pen1_tur_cam2_20250127_133032.jpg,0,pen1_tur_cam2_20250127_133032.jpg
crop_76_pen1_tur_cam2_20250207_145942.jpg,0,pen1_tur_cam2_20250207_145942.jpg
crop_77_pen2_orb_cam1_20250108_084032.jpg,0,pen2_orb_cam1_20250108_084032.jpg
crop_78_pen2_tur_cam1_20250109_074930.jpg,0,pen2_tur_cam1_20250109_074930.jpg
crop_79_pen2_tur_cam1_20250209_114027.jpg,0,pen2_tur_cam1_20250209_114027.jpg
crop_80_pen2_tur_cam1_20250120_075250.jpg,0,pen2_tur_cam1_20250120_075250.jpg
crop_81_pen1_orb_cam2_20250108_085904.jpg,0,pen1_orb_cam2_20250108_085904.jpg
crop_82_pen2_tur_cam1_20250109_074340.jpg,0,pen2_tur_cam1_20250109_074340.jpg
crop_83_pen1_tur_cam2_20250127_160528.jpg,0,pen1_tur_cam2_20250127_160528.jpg
crop_84_pen1_tur_cam2_20250125_125604.jpg,0,pen1_tur_cam2_20250125_125604.jpg
crop_85_pen1_orb_cam1_20250108_085546.jpg,0,pen1_orb_cam1_20250108_085546.jpg
crop_86_pen1_orb_cam1_20250108_085808.jpg,0,pen1_orb_cam1_20250108_085808.jpg
crop_87_pen2_tur_cam1_20250209_121530.jpg,0,pen2_tur_cam1_20250209_121530.jpg
crop_88_pen1_orb_cam2_20250108_131958.jpg,0,pen1_orb_cam2_20250108_131958.jpg
crop_89_pen1_tur_cam2_20250220_103356.jpg,0,pen1_tur_cam2_20250220_103356.jpg
crop_90_pen1_tur_cam2_20250122_125415.jpg,0,pen1_tur_cam2_20250122_125415.jpg
crop_91_pen1_tur_cam2_20250207_153806.jpg,0,pen1_tur_cam2_20250207_153806.jpg
crop_92_pen1_orb_cam2_20250108_132829.jpg,0,pen1_orb_cam2_20250108_132829.jpg
crop_93_pen2_tur_cam1_20250209_110204.jpg,0,pen2_tur_cam1_20250209_110204.jpg
crop_94_pen1_tur_cam2_20250127_104322.jpg,0,pen1_tur_cam2_20250127_104322.jpg
crop_95_pen2_tur_cam1_20250209_092658.jpg,0,pen2_tur_cam1_20250209_092658.jpg
crop_96_pen1_tur_cam2_20250127_163030.jpg,0,pen1_tur_cam2_20250127_163030.jpg
crop_97_pen2_tur_cam1_20250120_074750.jpg,0,pen2_tur_cam1_20250120_074750.jpg
crop_98_pen1_tur_cam2_20250127_154527.jpg,0,pen1_tur_cam2_20250127_154527.jpg
crop_99_pen1_orb_cam2_20250108_091503.jpg,0,pen1_orb_cam2_20250108_091503.jpg
crop_100_pen1_tur_cam2_20250127_165352.jpg,0,pen1_tur_cam2_20250127_165352.jpg
crop_101_pen1_tur_cam2_20250125_082019.jpg,0,pen1_tur_cam2_20250125_082019.jpg
crop_102_pen1_tur_cam2_20250125_084610.jpg,0,pen1_tur_cam2_20250125_084610.jpg
crop_103_pen2_tur_cam1_20250109_080007.jpg,0,pen2_tur_cam1_20250109_080007.jpg
crop_104_pen1_tur_cam2_20250207_145942.jpg,0,pen1_tur_cam2_20250207_145942.jpg
crop_105_pen1_tur_cam2_20250125_102337.jpg,0,pen1_tur_cam2_20250125_102337.jpg
crop_106_pen2_tur_cam1_20250123_140457.jpg,0,pen2_tur_cam1_20250123_140457.jpg
crop_107_pen1_orb_cam2_20250108_085959.jpg,0,pen1_orb_cam2_20250108_085959.jpg
crop_108_pen2_orb_cam1_20250108_084152.jpg,0,pen2_orb_cam1_20250108_084152.jpg
crop_109_pen1_orb_cam1_20250108_085621.jpg,0,pen1_orb_cam1_20250108_085621.jpg
crop_110_pen2_tur_cam1_20250209_133717.jpg,0,pen2_tur_cam1_20250209_133717.jpg
crop_111_pen2_tur_cam1_20250123_141517.jpg,0,pen2_tur_cam1_20250123_141517.jpg
crop_112_pen1_orb_cam1_20250108_090042.jpg,0,pen1_orb_cam1_20250108_090042.jpg
crop_113_pen2_tur_cam1_20250120_143231.jpg,0,pen2_tur_cam1_20250120_143231.jpg
crop_114_pen1_tur_cam2_20250125_103156.jpg,0,pen1_tur_cam2_20250125_103156.jpg
crop_115_pen1_tur_cam2_20250125_070438.jpg,0,pen1_tur_cam2_20250125_070438.jpg
crop_116_pen2_tur_cam1_20250209_142540.jpg,0,pen2_tur_cam1_20250209_142540.jpg
crop_117_pen1_tur_cam2_20250125_120423.jpg,0,pen1_tur_cam2_20250125_120423.jpg
crop_118_pen1_tur_cam2_20250125_091831.jpg,0,pen1_tur_cam2_20250125_091831.jpg
crop_119_pen2_orb_cam1_20250108_084233.jpg,0,pen2_orb_cam1_20250108_084233.jpg
crop_120_pen2_orb_cam1_20250108_084152.jpg,0,pen2_orb_cam1_20250108_084152.jpg
crop_121_pen2_tur_cam1_20250123_151018.jpg,0,pen2_tur_cam1_20250123_151018.jpg
crop_122_pen1_tur_cam2_20250220_095533.jpg,0,pen1_tur_cam2_20250220_095533.jpg
crop_123_pen2_tur_cam1_20250109_074045.jpg,0,pen2_tur_cam1_20250109_074045.jpg
crop_124_pen1_tur_cam2_20250126_122908.jpg,0,pen1_tur_cam2_20250126_122908.jpg
crop_125_pen1_orb_cam1_20250108_085637.jpg,0,pen1_orb_cam1_20250108_085637.jpg
crop_126_pen1_orb_cam1_20250108_085813.jpg,0,pen1_orb_cam1_20250108_085813.jpg
crop_127_pen1_tur_cam2_20250126_131412.jpg,0,pen1_tur_cam2_20250126_131412.jpg
